Brand,Model,Link,Price,Price Retail,Discount,Saved Amount,CPU,GPU,RAM,Storage,Screen,detail,
HP,Laptop HP OmniBook 5 AI 16-af1052TU - C1MN6PA (Ultra 7-255U/ 32GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-5-ai-16-af1052tu-c1mn6pa--s251002014?selectPromotionId=1506061,28.490.000 ₫,29.990.000 ₫,-5%,1.500.000 ₫,U7-255U,Intel Graphics,32GB,512GB,"16"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 7-255U (2.4 GHz - 5.2 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost, up to 12 TOPS
RAM: 32GB Onboard 7467MHz LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, FHD webcam, High Definition Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
DELL,Laptop Dell 16 DC16251 - DC6C7557W1 (Core 7 150U/ GeForce MX570A/ 16GB/ 1TB/ Windows + Office + Microsoft),https://phongvu.vn/laptop-dell-16-dc16251-dc6c7557w1--s251001992,28.890.000 ₫,29.390.000 ₫,-2%,500.000 ₫,Core 7 150U,MX570A,16GB,1TB,"16"" WUXGA/ WVA/ 60Hz","CPU: Intel® Core™ 7 150U (1.8 GHz - 5.4 GHz/ 12MB/ 10 nhân, 12 luồng)
VGA: GeForce MX570A 2GB GDDR6
RAM: 2 x 8GB 5200MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) WVA, 60Hz, Màn hình chống lóa, 300 nits, ComfyView, 45% NTSC
Khác: Bàn phím thường, FHD webcam, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
LENOVO,Laptop Lenovo Legion 5 15AHP10 - 83M0002YVN (Ryzen 7 260/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-5-15ahp10-83m0002yvn--s250906850?selectPromotionId=1506022,35.990.000 ₫,38.990.000 ₫,-8%,3.000.000 ₫,R7 260,RTX 5050,16GB,512GB,"15.1"" WQXGA/ OLED/ 165Hz","CPU: AMD Ryzen™ 7 260 (3.8 GHz - 5.1 GHz/ 16MB/ 8 nhân, 16 luồng)
NPU: AMD XDNA™ 16 TOPS
VGA: GeForce RTX™ 5050 8GB GDDR7, 440 AI TOPs
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.1"" WQXGA (2560 x 1600) OLED, 165Hz, Màn hình gương, 500 nits, 100% DCI-P3
Khác: 24-Zone RGB Gaming Keyboard with Copilot Key, HD webcam, Nahimic Gaming Audio, AMD AI
OS: Windows 11 Home SL + Office Home & Student 2024",
LENOVO,Laptop Lenovo ThinkPad E14 Gen 7 - 21SX002QVA (Ultra 5-225U/ 16GB/ 512GB/ No OS),https://phongvu.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx002qva--s250906266,21.390.000 ₫,24.490.000 ₫,-13%,3.100.000 ₫,U5-225U,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225U (3.8 GHz - 4.8 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost 12 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Intel AI
OS: No OS",
ASUS,Laptop Asus ExpertBook P5 P5405CSA-NZ0016W (Ultra 5-226V/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p5-p5405csa-nz0016w--s250902468,23.790.000 ₫,,,,U5-226V,Intel Graphics,16GB,512GB,"14"" WQXGA/ 144Hz","CPU: Intel® Core™ Ultra 5-226V (2.1 GHz - 4.5 GHz/ 8MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 40 TOPS
RAM: 16GB Onboard LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WQXGA (2560 x 1600) 144Hz, Màn hình chống lóa, 400 nits, 100% sRGB
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ROG Zephyrus G16 GU605CX-QR147W (Ultra 9-285H/ GeForce RTX™ 5090/ 64GB/ 2TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-zephyrus-g16-gu605cx-qr147w--s250809296?selectPromotionId=1413122,118.990.000 ₫,124.690.000 ₫,-5%,5.700.000 ₫,U9-285H,RTX 5090,64GB,2TB,"16"" WQXGA/ OLED/ 240Hz","CPU: Intel® Core™ Ultra 9-285H
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5090 24GB GDDR7, 3352 AI TOPs
RAM: 64GB Onbard 7467MHz LPDDR5x (Hỗ trợ tối đa 64GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 16"" WQXGA, OLED, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
LENOVO,Laptop Lenovo IdeaPad Slim 3 14ARP10 - 83K6000AVN (Ryzen 5 7533HS/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-3-14arp10-83k6000avn--s250809129?selectPromotionId=1506027,13.990.000 ₫,15.990.000 ₫,-13%,2.000.000 ₫,R5 7533HS,AMD Radeon,16GB,512GB,"14"" WUXGA/ IPS","CPU: AMD Ryzen™ 5 7533HS (3.3 GHz - 4.4GHz/ 16MB/ 6 nhân, 12 luồng)
RAM: 16GB (8GB + 8GB Onboard) 4800MHz DDR5 (Hỗ trợ tối đa 24GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, Dolby Audio, Non-EVO
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo Legion 7 16IAX10 - 83KY001UVN (Ultra 9-275HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-7-16iax10-83ky001uvn--s250808758?selectPromotionId=1506263,61.990.000 ₫,64.990.000 ₫,-5%,3.000.000 ₫,U9-275HX,RTX 5060,32GB,1TB,"16"" WQXGA/ OLED/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz/ 36MB/ 24 nhân, 24 luồng)
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) OLED, 240Hz, Màn hình gương, 500 nits, G-Sync, 100% DCI-P3
Khác: Bàn phím gaming RGB Per-Key với phím Copilot, HD webcam, Nahimic Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
DELL,Laptop Dell Inspiron 15 3530 N3530-i7U161W11SLU (i7-1355U/ 16GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-inspiron-15-3530-n3530-i7u161w11slu--s250808345,22.590.000 ₫,23.090.000 ₫,-2%,500.000 ₫,i7-1355U,Intel Graphics,16GB,1TB,"15.6"" Full HD/ 120Hz","CPU: Intel® Core™ i7-1355U (1.3 GHz - 4.6 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 2666MHz DDR4 (Hỗ trợ tối đa 16GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) 120Hz, Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP Envy x360 14-fa0093AU - AY8U3PA (Ryzen 7 8840HS/ 32GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-envy-x360-14-fa0093au-ay8u3pa--s250808346?selectPromotionId=1506071,31.590.000 ₫,34.190.000 ₫,-8%,2.600.000 ₫,R7 8840HS,AMD Radeon,32GB,512GB,"14"" 3K/ OLED/ 120Hz","CPU: AMD Ryzen™ 7 8840HS (3.3 GHz - 5.1 GHz/ 16MB/ 8 nhân, 16 luồng)
NPU: AMD Ryzen™AI up to 16 TOPs
RAM: 32GB Onboard 6400MHz LPDDR5 (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 400 nits, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, HP Audio Boost, AMD AI
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo ThinkPad X1 Carbon Gen 13 - 21NX0037VN (Ultra 5-225H/ 32GB/ 512GB/ Windows 11 Pro),https://phongvu.vn/laptop-lenovo-thinkpad-x1-carbon-gen-13-21nx0037vn--s250804777,48.090.000 ₫,50.290.000 ₫,-4%,2.200.000 ₫,U5-225H,Intel Graphics,32GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz/ 18MB/ 14 nhân, 14 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 32GB Onboard 8400MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 500 nits, 100% sRGB
Khác: Bàn phím thường, UHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Pro",
ASUS,Laptop Asus ROG Strix G16 G615LW-S5219W (Ultra 9-275HX/ GeForce RTX™ 5080/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g16-g615lw-s5219w--s250803794?selectPromotionId=1343452,69.390.000 ₫,73.690.000 ₫,-6%,4.300.000 ₫,U9-275HX,RTX 5080,16GB,1TB,"16"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
LENOVO,Laptop Lenovo LOQ 15IRX9 - 83DV01ALVN (i7-13650HX/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-loq-15irx9-83dv01alvn--s250803244?selectPromotionId=1506031,28.290.000 ₫,29.990.000 ₫,-6%,1.700.000 ₫,i7-13650HX,RTX 4050,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: Intel® Core™ i7-13650HX (2.6 GHz - 4.9GHz/ 24MB/ 14 nhân, 20 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB 4800MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 300 nits, G-Sync, 100% sRGB
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Nahimic Audio, Non-EVO
OS: Windows 11 Home SL, English",
ASUS,Laptop Asus Vivobook S14 OLED M5406KA-PP134WS (Ryzen AI 7 350/ 24GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s14-oled-m5406ka-pp134ws--s250803211,28.490.000 ₫,,,,R7 350,AMD Radeon,24GB,512GB,"14"" 3K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 7 350 (2.0 GHz - 5.0 GHz/ 16MB/ 8 nhân, 16 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
RAM: 24GB Onboard LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 400 nits, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Smart Amp Technology, AMD AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
LENOVO,Laptop Lenovo IdeaPad Slim 5 14IAH10 - 83NC001AVN (Ultra 7-255H/ 24GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-5-14iah10-83nc001avn--s250803201?selectPromotionId=1506024,25.490.000 ₫,27.590.000 ₫,-8%,2.100.000 ₫,U7-255H,Intel Graphics,24GB,1TB,"14"" WUXGA/ OLED","CPU: Intel® Core™ Ultra 7-255H (3.8 GHz - 4.8 GHz/ 24MB/ 16 nhân, 22 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 2 x 12GB 4800MHz DDR5 (Hỗ trợ tối đa 24GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, Màn hình gương, 400 nits, 100% DCI-P3
Khác: Bàn phím thường, FHD webcam, Dolby Audio, Intel AI
OS: Windows 11 Home SL, English",
LENOVO,Laptop Lenovo IdeaPad Slim 5 14IAH10 - 83NC0016VN (Ultra 5-225H/ 24GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-5-14iah10-83nc0016vn--s250803192?selectPromotionId=1506030,22.490.000 ₫,24.590.000 ₫,-9%,2.100.000 ₫,U5-225H,Intel Graphics,24GB,1TB,"14"" WUXGA/ OLED","CPU: Intel® Core™ Ultra 5-225H (3.3GHz - 4.9GHz/ 20MB/ 10 nhân, 10 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 2 x 12GB 4800MHz DDR5 (Hỗ trợ tối đa 24GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, Màn hình gương, 400 nits, 100% DCI-P3
Khác: Bàn phím thường, FHD webcam, Dolby Audio, Intel AI
OS: Windows 11 Home SL, English",
MSI,Laptop Msi Modern 14 F13MG-466VN (i5-1334U/ 16GB/ 512GB/ Win 11),https://phongvu.vn/laptop-msi-modern-14-f13mg-466vn--s250803175?selectPromotionId=1524449,13.790.000 ₫,14.990.000 ₫,-8%,1.200.000 ₫,i5-1334U,Intel Graphics,16GB,512GB,"14"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i5-1334U (1.3 GHz - 4.6 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) IPS, 60Hz,
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Hi-Res Audio, Non-EVO
OS: Windows 11 Home",
ACER,Laptop Acer Aspire Lite 16 AI AL16-71P-71WU (Ultra 7-155H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-aspire-lite-16-ai-al16-71p-71wu--s250800181?selectPromotionId=1505974,18.990.000 ₫,19.990.000 ₫,-5%,1.000.000 ₫,U7-155H,Intel Graphics,16GB,512GB,"16"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 7-155H (3.6 GHz - 4.5 GHz/ 24MB/ 16 nhân, 18 luồng)
NPU: Intel® AI Boost, up to 11 TOPS
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Intel AI
OS: Windows 11 Home SL",
ACER,Laptop Acer Aspire Lite 16 AI AL16-71P-5674 (Ultra 5-125H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-aspire-lite-16-ai-al16-71p-5674--s250800169?selectPromotionId=1505972,15.890.000 ₫,18.990.000 ₫,-16%,3.100.000 ₫,U5-125H,Intel Graphics,16GB,512GB,"16"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz/ 18MB/ 14 nhân, 18 luồng)
NPU: Intel® AI Boost, up to 11 TOPS
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Intel AI
OS: Windows 11 Home SL",
DELL,Laptop Dell Inspiron 3530 - N5I7421W1 (i7-1355U/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-dell-inspiron-3530-n5i7421w1--s250719894,20.990.000 ₫,21.390.000 ₫,-2%,400.000 ₫,i7-1355U,Intel Graphics,16GB,512GB,"15.6"" Full HD/ WVA/ 120Hz","CPU: Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 2666MHz DDR4 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) WVA, 120Hz, Màn hình chống lóa, 250 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
ASUS,Laptop Asus ROG Strix G16 G615LW-S5135W (Ultra 9-275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g16-g615lw-s5135w--s250719791?selectPromotionId=1343442,69.290.000 ₫,73.690.000 ₫,-6%,4.400.000 ₫,U9-275HX,RTX 5080,32GB,1TB,"16"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7, 1334 AI TOPS
RAM: 1 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
DELL,Laptop Dell Inspiron 15 3530 N5I5407W1 (i5-1334U/ 8GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-inspiron-15-3530-n5i5407w1--s250719264,15.490.000 ₫,17.490.000 ₫,-11%,2.000.000 ₫,i5-1334U,Intel Graphics,8GB,512GB,"15.6"" Full HD/ WVA/ 120Hz","CPU: Intel® Core™ i5-1334U (1.3 GHz - 4.6GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 8GB 2666MHz DDR4 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) WVA, 120Hz, Màn hình chống lóa, 250 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2021",
MSI,Laptop Msi Katana B14WFK-267VN (i7-14650HX/ GeForce RTX™ 5060/ 32GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-katana-b14wfk-267vn--s250716145?selectPromotionId=1526234,38.490.000 ₫,41.190.000 ₫,-7%,2.700.000 ₫,i7-14650HX,RTX 5060,32GB,512GB,"15.6"" WQXGA/ IPS/ 165Hz","CPU: Intel® Core™ i7-14650HX (2.2 GHz - 5.2 GHz/ 30MB/ 16 nhân, 24 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" WQXGA (2560 x 1440) IPS, 165Hz, Màn hình chống lóa, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Non-EVO
OS: Windows 11 Home",
LENOVO,Laptop Lenovo Legion 5 15IRX10 - 83LY00A7VN (i7-14700HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-5-15irx10-83ly00a7vn--s250716139?selectPromotionId=1506035,37.990.000 ₫,40.990.000 ₫,-7%,3.000.000 ₫,i7-14700HX,RTX 5050,16GB,512GB,"15.1"" WQXGA/ OLED/ 165Hz","CPU: Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz/ 33MB/ 20 nhân, 28 luồng)
VGA: GeForce RTX™ 5050 8GB GDDR7, 440 AI TOPs
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.1"" WQXGA (2560 x 1600) OLED, 165Hz, Màn hình chống lóa, 500 nits, 100% DCI-P3
Khác: 24-Zone RGB Gaming Keyboard, HD webcam, Nahimic Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
ASUS,Laptop Asus ROG Strix SCAR 18 G835LX-SA208W (Ultra 9 275HX/ GeForce RTX™ 5090/ 64GB/ 2TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-scar-18-g835lx-sa208w--s250712451?selectPromotionId=1343445,120.190.000 ₫,127.690.000 ₫,-6%,7.500.000 ₫,U9-275HX,RTX 5090,64GB,2TB,"18"" WQXGA/ Mini LED/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5090 24GB GDDR7, 1824 AI TOPS
RAM: 2 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) Mini LED, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ASUS,Laptop Asus ROG Flow Z13 GZ302EA-RU145WS (AI MAX+ 395/ 128GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-rog-flow-z13-gz302ea-ru145ws--s250712444?selectPromotionId=1343436,78.590.000 ₫,83.490.000 ₫,-6%,4.900.000 ₫,AI MAX+ 395,AMD Radeon,128GB,1TB,"13.4"" WQXGA/ IPS/ 180Hz","CPU: AMD Ryzen™ Al Max+ 395 (3.0 GHz - 5.1 GHz/ 64MB/ 16 nhân, 32 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
RAM: 128GB Onboard 8000MHz LPDDR5x (Hỗ trợ tối đa 128GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 13.4"" WQXGA (2560 x 1600) IPS, 180Hz, Màn hình gương, 500 nits, Adaptive Sync, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Dolby Atmos, AMD AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus ROG Zephyrus G16 GU605CM-QR078W (Ultra 9-285H/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-zephyrus-g16-gu605cm-qr078w--s250712445?selectPromotionId=1343430,57.990.000 ₫,61.890.000 ₫,-6%,3.900.000 ₫,U9-285H,RTX 5060,32GB,1TB,"16"" WQXGA/ OLED/ 240Hz","CPU: Intel® Core™ Ultra 9-285H
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 32GB Onbard 7467MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) OLED, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ASUS,Laptop Asus Vivobook 15 OLED A1505VA-MA505W (Core i5-13420H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-vivobook-15-oled-a1505va-ma505w--s250711958?selectPromotionId=1374852,16.990.000 ₫,19.690.000 ₫,-14%,2.700.000 ₫,i5-13420H,Intel Graphics,16GB,512GB,"15.6"" 2.8K/ OLED/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 16GB (8GB + 8GB Onboard) DDR4 (Hỗ trợ tối đa 24GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" 2.8K (2880 x 1620) OLED, 60Hz, Màn hình gương, 600 nits, 100% DCI-P3
Khác: Bàn phím thường, HD webcam, SonicMaster,
OS: Windows 11 Home",
LENOVO,Laptop Lenovo Legion 5 15IAX10 - 83F0003CVN (Ultra 7-255HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-5-15iax10-83f0003cvn--s250711962?selectPromotionId=1506023,46.990.000 ₫,49.990.000 ₫,-6%,3.000.000 ₫,U7-255HX,RTX 5060,32GB,1TB,"15.1"" WQXGA/ OLED/ 165Hz","CPU: Intel® Core™ Ultra 7-255HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.1"" WQXGA OLED, 165Hz
OS: Windows 11 + Office 2024
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
MSI,Laptop Msi Katana 15 HX B14WFK-294VN (i9-14900HX/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-katana-15-hx-b14wfk-294vn--s250711955?selectPromotionId=1524456,38.990.000 ₫,40.999.000 ₫,-5%,2.009.000 ₫,i9-14900HX,RTX 5060,16GB,512GB,"15.6"" WQXGA/ IPS/ 165Hz","CPU: Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz/ 36MB/ 24 nhân, 32 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" WQXGA (2560 x 1440) IPS, 165Hz, Màn hình chống lóa, 100% DCI-P3
Khác: 24-Zone RGB Gaming Keyboard with Copilot Key, HD webcam, Non-EVO
OS: Windows 11 Home",
